,site,station,sample_period,species_common,species_abundance,tow_id,station_total_pcov,station_sd_total_pcov,station_se_total_pcov,station_tt_pcov,station_sd_tt_pcov,station_se_tt_pcov,station_hw_pcov,station_sd_hw_pcov,station_se_hw_pcov,station_sf_pcov,station_sd_sf_pcov,station_se_sf_pcov,station_he_pcov,station_sd_he_pcov,station_se_he_pcov,station_hd_pcov,station_sd_hd_pcov,station_se_hd_pcov,station_rm_pcov,station_sd_rm_pcov,station_se_rm_pcov,station_mac_pcov,station_sd_mac_pcov,station_se_mac_pcov,station_drift_pcov,station_sd_drift_pcov,station_se_drift_pcov,station_bare_pcov,station_sd_bare_pcov,station_se_bare_pcov,station_tt_sht_m,station_sd_tt_sht_m,station_se_tt_sht_m,station_hw_sht_m,station_sd_hw_sht_m,station_se_hw_sht_m,station_sf_sht_m,station_sd_sf_sht_m,station_se_sf_sht_m,station_he_sht_m,station_sd_he_sht_m,station_se_he_sht_m,station_hd_sht_m,station_sd_hd_sht_m,station_se_hd_sht_m,station_rm_sht_m,station_sd_rm_sht_m,station_se_rm_sht_m,station_sg_sht_m,station_sd_sg_sht_m,station_se_sg_sht_m,station_tt_can,station_sd_tt_can,station_se_tt_can,station_hw_can,station_sd_hw_can,station_se_hw_can,station_sf_can,station_sd_sf_can,station_se_sf_can,station_he_can,station_sd_he_can,station_se_he_can,station_hd_can,station_sd_hd_can,station_se_hd_can,station_rm_can,station_sd_rm_can,station_se_rm_can,station_sg_can,station_sd_sg_can,station_se_sg_can,station_tt_sht_ratio,station_sd_tt_sht_ratio,station_hw_sht_ratio,station_sd_hw_sht_ratio,station_sf_sht_ratio,station_sd_sf_sht_ratio,station_he_sht_ratio,station_sd_he_sht_ratio,station_hd_sht_ratio,station_sd_hd_sht_ratio,station_rm_sht_ratio,station_sd_rm_sht_ratio,tow_area,depth,secchi,temp,salinity,do,macro_weight,light_attenuation_av,seagrass_richness,pa,type
755,CB,WP186G,early,gray snapper,0,100163,90.75,28.75326068,8.300351398,79.58333333,39.33875797,11.35612125,0,0,0,37.91666667,48.40446699,13.97316602,0,0,0,0,0,0,0,0,0,0,0,0,17.91666667,34.8671722,10.06528563,9.25,28.75326068,8.300351398,454.5833333,374.5631294,108.1270618,0,0,0,95,146.256313,42.22056084,0,0,0,0,0,0,0,0,0,549.5833333,382.6371313,110.4578254,714.3333333,208.033117,65.78584785,0,0,0,595.6666667,128.1846325,57.32591037,0,0,0,0,0,0,0,180.426954,Inf,714.3333333,180.426954,46.58603919,88.69047619,28.71180974,0,0,11.30952381,28.71180974,0,0,0,0,0,0,646.66368,110,95,26.6,33.5,5.41,9000,0.433207135,2,0,trawl
756,CB,WP186G,early,lane snapper,0,100163,90.75,28.75326068,8.300351398,79.58333333,39.33875797,11.35612125,0,0,0,37.91666667,48.40446699,13.97316602,0,0,0,0,0,0,0,0,0,0,0,0,17.91666667,34.8671722,10.06528563,9.25,28.75326068,8.300351398,454.5833333,374.5631294,108.1270618,0,0,0,95,146.256313,42.22056084,0,0,0,0,0,0,0,0,0,549.5833333,382.6371313,110.4578254,714.3333333,208.033117,65.78584785,0,0,0,595.6666667,128.1846325,57.32591037,0,0,0,0,0,0,0,180.426954,Inf,714.3333333,180.426954,46.58603919,88.69047619,28.71180974,0,0,11.30952381,28.71180974,0,0,0,0,0,0,646.66368,110,95,26.6,33.5,5.41,9000,0.433207135,2,0,trawl
757,CB,WP186G,early,pink shrimp,0,100163,90.75,28.75326068,8.300351398,79.58333333,39.33875797,11.35612125,0,0,0,37.91666667,48.40446699,13.97316602,0,0,0,0,0,0,0,0,0,0,0,0,17.91666667,34.8671722,10.06528563,9.25,28.75326068,8.300351398,454.5833333,374.5631294,108.1270618,0,0,0,95,146.256313,42.22056084,0,0,0,0,0,0,0,0,0,549.5833333,382.6371313,110.4578254,714.3333333,208.033117,65.78584785,0,0,0,595.6666667,128.1846325,57.32591037,0,0,0,0,0,0,0,180.426954,Inf,714.3333333,180.426954,46.58603919,88.69047619,28.71180974,0,0,11.30952381,28.71180974,0,0,0,0,0,0,646.66368,110,95,26.6,33.5,5.41,9000,0.433207135,2,0,trawl
758,CB,WP186G,early,red drum,0,100163,90.75,28.75326068,8.300351398,79.58333333,39.33875797,11.35612125,0,0,0,37.91666667,48.40446699,13.97316602,0,0,0,0,0,0,0,0,0,0,0,0,17.91666667,34.8671722,10.06528563,9.25,28.75326068,8.300351398,454.5833333,374.5631294,108.1270618,0,0,0,95,146.256313,42.22056084,0,0,0,0,0,0,0,0,0,549.5833333,382.6371313,110.4578254,714.3333333,208.033117,65.78584785,0,0,0,595.6666667,128.1846325,57.32591037,0,0,0,0,0,0,0,180.426954,Inf,714.3333333,180.426954,46.58603919,88.69047619,28.71180974,0,0,11.30952381,28.71180974,0,0,0,0,0,0,646.66368,110,95,26.6,33.5,5.41,9000,0.433207135,2,0,trawl
759,CB,WP186G,early,spotted seatrout,0,100163,90.75,28.75326068,8.300351398,79.58333333,39.33875797,11.35612125,0,0,0,37.91666667,48.40446699,13.97316602,0,0,0,0,0,0,0,0,0,0,0,0,17.91666667,34.8671722,10.06528563,9.25,28.75326068,8.300351398,454.5833333,374.5631294,108.1270618,0,0,0,95,146.256313,42.22056084,0,0,0,0,0,0,0,0,0,549.5833333,382.6371313,110.4578254,714.3333333,208.033117,65.78584785,0,0,0,595.6666667,128.1846325,57.32591037,0,0,0,0,0,0,0,180.426954,Inf,714.3333333,180.426954,46.58603919,88.69047619,28.71180974,0,0,11.30952381,28.71180974,0,0,0,0,0,0,646.66368,110,95,26.6,33.5,5.41,9000,0.433207135,2,0,trawl
760,CB,WP186G,early,white shrimp,0,100163,90.75,28.75326068,8.300351398,79.58333333,39.33875797,11.35612125,0,0,0,37.91666667,48.40446699,13.97316602,0,0,0,0,0,0,0,0,0,0,0,0,17.91666667,34.8671722,10.06528563,9.25,28.75326068,8.300351398,454.5833333,374.5631294,108.1270618,0,0,0,95,146.256313,42.22056084,0,0,0,0,0,0,0,0,0,549.5833333,382.6371313,110.4578254,714.3333333,208.033117,65.78584785,0,0,0,595.6666667,128.1846325,57.32591037,0,0,0,0,0,0,0,180.426954,Inf,714.3333333,180.426954,46.58603919,88.69047619,28.71180974,0,0,11.30952381,28.71180974,0,0,0,0,0,0,646.66368,110,95,26.6,33.5,5.41,9000,0.433207135,2,0,trawl
761,CB,WP186G,late,blue crab,0,100188,97.91666667,5.599648257,1.616479214,97.91666667,5.599648257,1.616479214,0,0,0,4.166666667,14.43375673,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333,5.599648257,1.616479214,607.3333333,152.8001269,44.10959721,0,0,0,8.333333333,28.86751346,8.333333333,0,0,0,0,0,0,0,0,0,615.6666667,155.073785,44.76594575,502.6666667,54.74071113,15.80228215,0,0,0,455,0,0,0,0,0,0,0,0,0,52.41097458,Inf,502.6666667,52.41097458,14.53618894,98.80952381,4.123930494,0,0,1.19047619,4.123930494,0,0,0,0,0,0,493.04448,100,100,31,35,12.73,1550,0.491327145,2,0,trawl
762,CB,WP186G,late,brown shrimp,3,100188,97.91666667,5.599648257,1.616479214,97.91666667,5.599648257,1.616479214,0,0,0,4.166666667,14.43375673,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333,5.599648257,1.616479214,607.3333333,152.8001269,44.10959721,0,0,0,8.333333333,28.86751346,8.333333333,0,0,0,0,0,0,0,0,0,615.6666667,155.073785,44.76594575,502.6666667,54.74071113,15.80228215,0,0,0,455,0,0,0,0,0,0,0,0,0,52.41097458,Inf,502.6666667,52.41097458,14.53618894,98.80952381,4.123930494,0,0,1.19047619,4.123930494,0,0,0,0,0,0,493.04448,100,100,31,35,12.73,1550,0.491327145,2,1,trawl
763,CB,WP186G,late,gray snapper,0,100188,97.91666667,5.599648257,1.616479214,97.91666667,5.599648257,1.616479214,0,0,0,4.166666667,14.43375673,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333,5.599648257,1.616479214,607.3333333,152.8001269,44.10959721,0,0,0,8.333333333,28.86751346,8.333333333,0,0,0,0,0,0,0,0,0,615.6666667,155.073785,44.76594575,502.6666667,54.74071113,15.80228215,0,0,0,455,0,0,0,0,0,0,0,0,0,52.41097458,Inf,502.6666667,52.41097458,14.53618894,98.80952381,4.123930494,0,0,1.19047619,4.123930494,0,0,0,0,0,0,493.04448,100,100,31,35,12.73,1550,0.491327145,2,0,trawl
764,CB,WP186G,late,lane snapper,0,100188,97.91666667,5.599648257,1.616479214,97.91666667,5.599648257,1.616479214,0,0,0,4.166666667,14.43375673,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333,5.599648257,1.616479214,607.3333333,152.8001269,44.10959721,0,0,0,8.333333333,28.86751346,8.333333333,0,0,0,0,0,0,0,0,0,615.6666667,155.073785,44.76594575,502.6666667,54.74071113,15.80228215,0,0,0,455,0,0,0,0,0,0,0,0,0,52.41097458,Inf,502.6666667,52.41097458,14.53618894,98.80952381,4.123930494,0,0,1.19047619,4.123930494,0,0,0,0,0,0,493.04448,100,100,31,35,12.73,1550,0.491327145,2,0,trawl
765,CB,WP186G,late,pink shrimp,0,100188,97.91666667,5.599648257,1.616479214,97.91666667,5.599648257,1.616479214,0,0,0,4.166666667,14.43375673,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333,5.599648257,1.616479214,607.3333333,152.8001269,44.10959721,0,0,0,8.333333333,28.86751346,8.333333333,0,0,0,0,0,0,0,0,0,615.6666667,155.073785,44.76594575,502.6666667,54.74071113,15.80228215,0,0,0,455,0,0,0,0,0,0,0,0,0,52.41097458,Inf,502.6666667,52.41097458,14.53618894,98.80952381,4.123930494,0,0,1.19047619,4.123930494,0,0,0,0,0,0,493.04448,100,100,31,35,12.73,1550,0.491327145,2,0,trawl
766,CB,WP186G,late,red drum,0,100188,97.91666667,5.599648257,1.616479214,97.91666667,5.599648257,1.616479214,0,0,0,4.166666667,14.43375673,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333,5.599648257,1.616479214,607.3333333,152.8001269,44.10959721,0,0,0,8.333333333,28.86751346,8.333333333,0,0,0,0,0,0,0,0,0,615.6666667,155.073785,44.76594575,502.6666667,54.74071113,15.80228215,0,0,0,455,0,0,0,0,0,0,0,0,0,52.41097458,Inf,502.6666667,52.41097458,14.53618894,98.80952381,4.123930494,0,0,1.19047619,4.123930494,0,0,0,0,0,0,493.04448,100,100,31,35,12.73,1550,0.491327145,2,0,trawl
767,CB,WP186G,late,spotted seatrout,0,100188,97.91666667,5.599648257,1.616479214,97.91666667,5.599648257,1.616479214,0,0,0,4.166666667,14.43375673,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333,5.599648257,1.616479214,607.3333333,152.8001269,44.10959721,0,0,0,8.333333333,28.86751346,8.333333333,0,0,0,0,0,0,0,0,0,615.6666667,155.073785,44.76594575,502.6666667,54.74071113,15.80228215,0,0,0,455,0,0,0,0,0,0,0,0,0,52.41097458,Inf,502.6666667,52.41097458,14.53618894,98.80952381,4.123930494,0,0,1.19047619,4.123930494,0,0,0,0,0,0,493.04448,100,100,31,35,12.73,1550,0.491327145,2,0,trawl
768,CB,WP186G,late,white shrimp,0,100188,97.91666667,5.599648257,1.616479214,97.91666667,5.599648257,1.616479214,0,0,0,4.166666667,14.43375673,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333,5.599648257,1.616479214,607.3333333,152.8001269,44.10959721,0,0,0,8.333333333,28.86751346,8.333333333,0,0,0,0,0,0,0,0,0,615.6666667,155.073785,44.76594575,502.6666667,54.74071113,15.80228215,0,0,0,455,0,0,0,0,0,0,0,0,0,52.41097458,Inf,502.6666667,52.41097458,14.53618894,98.80952381,4.123930494,0,0,1.19047619,4.123930494,0,0,0,0,0,0,493.04448,100,100,31,35,12.73,1550,0.491327145,2,0,trawl
769,CB,WP204B,early,blue crab,0,100144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.13088,110,76,26.6,36.8,6.16,5,0.849938382,0,0,trawl
770,CB,WP204B,early,brown shrimp,0,100144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.13088,110,76,26.6,36.8,6.16,5,0.849938382,0,0,trawl
771,CB,WP204B,early,gray snapper,0,100144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.13088,110,76,26.6,36.8,6.16,5,0.849938382,0,0,trawl
772,CB,WP204B,early,lane snapper,0,100144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.13088,110,76,26.6,36.8,6.16,5,0.849938382,0,0,trawl
773,CB,WP204B,early,pink shrimp,0,100144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.13088,110,76,26.6,36.8,6.16,5,0.849938382,0,0,trawl
774,CB,WP204B,early,red drum,0,100144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.13088,110,76,26.6,36.8,6.16,5,0.849938382,0,0,trawl
775,CB,WP204B,early,spotted seatrout,0,100144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.13088,110,76,26.6,36.8,6.16,5,0.849938382,0,0,trawl
776,CB,WP204B,early,white shrimp,0,100144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.13088,110,76,26.6,36.8,6.16,5,0.849938382,0,0,trawl
777,CB,WP204B,late,blue crab,0,100169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.73344,125,60,29.4,34,8.52,0,0.78375315,0,0,trawl
778,CB,WP204B,late,brown shrimp,0,100169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.73344,125,60,29.4,34,8.52,0,0.78375315,0,0,trawl
779,CB,WP204B,late,gray snapper,0,100169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.73344,125,60,29.4,34,8.52,0,0.78375315,0,0,trawl
780,CB,WP204B,late,lane snapper,0,100169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.73344,125,60,29.4,34,8.52,0,0.78375315,0,0,trawl
781,CB,WP204B,late,pink shrimp,0,100169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.73344,125,60,29.4,34,8.52,0,0.78375315,0,0,trawl
782,CB,WP204B,late,red drum,0,100169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.73344,125,60,29.4,34,8.52,0,0.78375315,0,0,trawl
783,CB,WP204B,late,spotted seatrout,0,100169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.73344,125,60,29.4,34,8.52,0,0.78375315,0,0,trawl
784,CB,WP204B,late,white shrimp,0,100169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.73344,125,60,29.4,34,8.52,0,0.78375315,0,0,trawl
785,CB,WP216G,early,blue crab,0,100164,96.5,6.612660034,1.908910525,96.5,6.612660034,1.908910525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6.612660034,1.908910525,517.3333333,218.3797082,63.04079167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.3333333,218.3797082,63.04079167,480,65.44717972,18.89297341,0,0,0,0,0,0,0,0,0,0,0,0,0,65.44717972,Inf,480,65.44717972,18.89297341,100,0,0,0,0,0,0,0,0,0,0,0,497.4336,90,>depth,26.3,33.3,5.06,8350,0.30166035,1,0,trawl
786,CB,WP216G,early,brown shrimp,0,100164,96.5,6.612660034,1.908910525,96.5,6.612660034,1.908910525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6.612660034,1.908910525,517.3333333,218.3797082,63.04079167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.3333333,218.3797082,63.04079167,480,65.44717972,18.89297341,0,0,0,0,0,0,0,0,0,0,0,0,0,65.44717972,Inf,480,65.44717972,18.89297341,100,0,0,0,0,0,0,0,0,0,0,0,497.4336,90,>depth,26.3,33.3,5.06,8350,0.30166035,1,0,trawl
787,CB,WP216G,early,gray snapper,0,100164,96.5,6.612660034,1.908910525,96.5,6.612660034,1.908910525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6.612660034,1.908910525,517.3333333,218.3797082,63.04079167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.3333333,218.3797082,63.04079167,480,65.44717972,18.89297341,0,0,0,0,0,0,0,0,0,0,0,0,0,65.44717972,Inf,480,65.44717972,18.89297341,100,0,0,0,0,0,0,0,0,0,0,0,497.4336,90,>depth,26.3,33.3,5.06,8350,0.30166035,1,0,trawl
788,CB,WP216G,early,lane snapper,0,100164,96.5,6.612660034,1.908910525,96.5,6.612660034,1.908910525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6.612660034,1.908910525,517.3333333,218.3797082,63.04079167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.3333333,218.3797082,63.04079167,480,65.44717972,18.89297341,0,0,0,0,0,0,0,0,0,0,0,0,0,65.44717972,Inf,480,65.44717972,18.89297341,100,0,0,0,0,0,0,0,0,0,0,0,497.4336,90,>depth,26.3,33.3,5.06,8350,0.30166035,1,0,trawl
789,CB,WP216G,early,pink shrimp,0,100164,96.5,6.612660034,1.908910525,96.5,6.612660034,1.908910525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6.612660034,1.908910525,517.3333333,218.3797082,63.04079167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.3333333,218.3797082,63.04079167,480,65.44717972,18.89297341,0,0,0,0,0,0,0,0,0,0,0,0,0,65.44717972,Inf,480,65.44717972,18.89297341,100,0,0,0,0,0,0,0,0,0,0,0,497.4336,90,>depth,26.3,33.3,5.06,8350,0.30166035,1,0,trawl
790,CB,WP216G,early,red drum,0,100164,96.5,6.612660034,1.908910525,96.5,6.612660034,1.908910525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6.612660034,1.908910525,517.3333333,218.3797082,63.04079167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.3333333,218.3797082,63.04079167,480,65.44717972,18.89297341,0,0,0,0,0,0,0,0,0,0,0,0,0,65.44717972,Inf,480,65.44717972,18.89297341,100,0,0,0,0,0,0,0,0,0,0,0,497.4336,90,>depth,26.3,33.3,5.06,8350,0.30166035,1,0,trawl
791,CB,WP216G,early,spotted seatrout,0,100164,96.5,6.612660034,1.908910525,96.5,6.612660034,1.908910525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6.612660034,1.908910525,517.3333333,218.3797082,63.04079167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.3333333,218.3797082,63.04079167,480,65.44717972,18.89297341,0,0,0,0,0,0,0,0,0,0,0,0,0,65.44717972,Inf,480,65.44717972,18.89297341,100,0,0,0,0,0,0,0,0,0,0,0,497.4336,90,>depth,26.3,33.3,5.06,8350,0.30166035,1,0,trawl
792,CB,WP216G,early,white shrimp,0,100164,96.5,6.612660034,1.908910525,96.5,6.612660034,1.908910525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6.612660034,1.908910525,517.3333333,218.3797082,63.04079167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.3333333,218.3797082,63.04079167,480,65.44717972,18.89297341,0,0,0,0,0,0,0,0,0,0,0,0,0,65.44717972,Inf,480,65.44717972,18.89297341,100,0,0,0,0,0,0,0,0,0,0,0,497.4336,90,>depth,26.3,33.3,5.06,8350,0.30166035,1,0,trawl
793,CB,WP216G,late,blue crab,0,100189,99.33333333,1.775250729,0.512470743,99.33333333,1.775250729,0.512470743,5.833333333,20.20725942,5.833333333,5.5,12.7600228,3.683501299,0,0,0,0,0,0,0,0,0,0,0,0,2,5.720775535,1.651445648,0.666666667,1.775250729,0.512470743,530.1666667,162.8283164,47.00448614,23.33333333,80.82903769,23.33333333,19.91666667,49.61022316,14.32123785,0,0,0,0,0,0,0,0,0,573.4166667,186.5078396,53.84017571,544.3333333,64.302493,18.56253082,310,0,0,591,69.51498639,40.13449611,0,0,0,0,0,0,0,78.05059791,Inf,554.6666667,78.05059791,19.51264948,93.44772153,12.70283872,3.472222222,12.02813061,3.080056248,6.326131925,0,0,0,0,0,0,390.63168,85,85,29.8,35,12.38,2600,0.386169644,3,0,trawl
794,CB,WP216G,late,brown shrimp,18,100189,99.33333333,1.775250729,0.512470743,99.33333333,1.775250729,0.512470743,5.833333333,20.20725942,5.833333333,5.5,12.7600228,3.683501299,0,0,0,0,0,0,0,0,0,0,0,0,2,5.720775535,1.651445648,0.666666667,1.775250729,0.512470743,530.1666667,162.8283164,47.00448614,23.33333333,80.82903769,23.33333333,19.91666667,49.61022316,14.32123785,0,0,0,0,0,0,0,0,0,573.4166667,186.5078396,53.84017571,544.3333333,64.302493,18.56253082,310,0,0,591,69.51498639,40.13449611,0,0,0,0,0,0,0,78.05059791,Inf,554.6666667,78.05059791,19.51264948,93.44772153,12.70283872,3.472222222,12.02813061,3.080056248,6.326131925,0,0,0,0,0,0,390.63168,85,85,29.8,35,12.38,2600,0.386169644,3,1,trawl
795,CB,WP216G,late,gray snapper,0,100189,99.33333333,1.775250729,0.512470743,99.33333333,1.775250729,0.512470743,5.833333333,20.20725942,5.833333333,5.5,12.7600228,3.683501299,0,0,0,0,0,0,0,0,0,0,0,0,2,5.720775535,1.651445648,0.666666667,1.775250729,0.512470743,530.1666667,162.8283164,47.00448614,23.33333333,80.82903769,23.33333333,19.91666667,49.61022316,14.32123785,0,0,0,0,0,0,0,0,0,573.4166667,186.5078396,53.84017571,544.3333333,64.302493,18.56253082,310,0,0,591,69.51498639,40.13449611,0,0,0,0,0,0,0,78.05059791,Inf,554.6666667,78.05059791,19.51264948,93.44772153,12.70283872,3.472222222,12.02813061,3.080056248,6.326131925,0,0,0,0,0,0,390.63168,85,85,29.8,35,12.38,2600,0.386169644,3,0,trawl
796,CB,WP216G,late,lane snapper,0,100189,99.33333333,1.775250729,0.512470743,99.33333333,1.775250729,0.512470743,5.833333333,20.20725942,5.833333333,5.5,12.7600228,3.683501299,0,0,0,0,0,0,0,0,0,0,0,0,2,5.720775535,1.651445648,0.666666667,1.775250729,0.512470743,530.1666667,162.8283164,47.00448614,23.33333333,80.82903769,23.33333333,19.91666667,49.61022316,14.32123785,0,0,0,0,0,0,0,0,0,573.4166667,186.5078396,53.84017571,544.3333333,64.302493,18.56253082,310,0,0,591,69.51498639,40.13449611,0,0,0,0,0,0,0,78.05059791,Inf,554.6666667,78.05059791,19.51264948,93.44772153,12.70283872,3.472222222,12.02813061,3.080056248,6.326131925,0,0,0,0,0,0,390.63168,85,85,29.8,35,12.38,2600,0.386169644,3,0,trawl
