,site,station,sample_period,species_common,species_abundance,light_attenuation_av,depth,secchi,temp,salinity,do,pull_id,station_seagrass_richness,station_leaf_mlength,station_sd_mcanopy,station_se_mcanopy,station_leaf_width,station_leaf_sd_width,station_lps,station_lps_sd,station_la,station_la_sd,station_lai,station_lai_sd,station_lai_se,station_shoots,station_sd_shoots,station_shoots_m,station_sd_shoots_m,station_se_shoots_m,station_above_wt_m,station_sd_above_wt_m,station_ep_wt_gg,station_sd_ep_wt_gg,station_below_wt_m,station_sd_below_wt_m,tt_stationsp_leaf_mlength,tt_stationsp_sd_mcanopy,tt_stationsp_se_mcanopy,tt_stationsp_leaf_width,tt_stationsp_leaf_sd_width,tt_stationsp_lps,tt_stationsp_lps_sd,tt_stationsp_la,tt_stationsp_la_sd,tt_stationsp_lai,tt_stationsp_lai_sd,tt_stationsp_lai_se,tt_stationsp_shoots,tt_stationsp_sd_shoots,tt_stationsp_shoots_m,tt_stationsp_sd_shoots_m,tt_stationsp_se_shoots_m,tt_station_above_wt_m,tt_station_sd_above_wt_m,tt_station_ep_wt_gg,tt_station_sd_ep_wt_gg,tt_station_below_wt_m,tt_station_sd_below_wt_m,hd_stationsp_leaf_mlength,hd_stationsp_sd_mcanopy,hd_stationsp_se_mcanopy,hd_stationsp_leaf_width,hd_stationsp_leaf_sd_width,hd_stationsp_lps,hd_stationsp_lps_sd,hd_stationsp_la,hd_stationsp_la_sd,hd_stationsp_lai,hd_stationsp_lai_sd,hd_stationsp_lai_se,hd_stationsp_shoots,hd_stationsp_sd_shoots,hd_stationsp_shoots_m,hd_stationsp_sd_shoots_m,hd_stationsp_se_shoots_m,hd_station_above_wt_m,hd_station_sd_above_wt_m,he_stationsp_leaf_mlength,he_stationsp_sd_mcanopy,he_stationsp_se_mcanopy,he_stationsp_leaf_width,he_stationsp_leaf_sd_width,he_stationsp_lps,he_stationsp_lps_sd,he_stationsp_la,he_stationsp_la_sd,he_stationsp_lai,he_stationsp_lai_sd,he_stationsp_lai_se,he_stationsp_shoots,he_stationsp_sd_shoots,he_stationsp_shoots_m,he_stationsp_sd_shoots_m,he_stationsp_se_shoots_m,he_station_above_wt_m,he_station_sd_above_wt_m,he_station_ep_wt_gg,he_station_below_wt_m,hw_stationsp_leaf_mlength,hw_stationsp_sd_mcanopy,hw_stationsp_se_mcanopy,hw_stationsp_leaf_width,hw_stationsp_leaf_sd_width,hw_stationsp_lps,hw_stationsp_lps_sd,hw_stationsp_la,hw_stationsp_la_sd,hw_stationsp_lai,hw_stationsp_lai_sd,hw_stationsp_lai_se,hw_stationsp_shoots,hw_stationsp_sd_shoots,hw_stationsp_shoots_m,hw_stationsp_sd_shoots_m,hw_stationsp_se_shoots_m,hw_station_above_wt_m,hw_station_sd_above_wt_m,hw_station_ep_wt_gg,hw_station_sd_ep_wt_gg,hw_station_below_wt_m,hw_station_sd_below_wt_m,rm_stationsp_leaf_mlength,rm_stationsp_sd_mcanopy,rm_stationsp_se_mcanopy,rm_stationsp_leaf_width,rm_stationsp_leaf_sd_width,rm_stationsp_lps,rm_stationsp_lps_sd,rm_stationsp_la,rm_stationsp_la_sd,rm_stationsp_lai,rm_stationsp_lai_sd,rm_stationsp_lai_se,rm_stationsp_shoots,rm_stationsp_shoots_m,rm_station_above_wt_m,sf_stationsp_leaf_mlength,sf_stationsp_sd_mcanopy,sf_stationsp_se_mcanopy,sf_stationsp_leaf_width,sf_stationsp_leaf_sd_width,sf_stationsp_lps,sf_stationsp_lps_sd,sf_stationsp_la,sf_stationsp_la_sd,sf_stationsp_lai,sf_stationsp_lai_sd,sf_stationsp_lai_se,sf_stationsp_shoots,sf_stationsp_sd_shoots,sf_stationsp_shoots_m,sf_stationsp_sd_shoots_m,sf_stationsp_se_shoots_m,sf_station_above_wt_m,sf_station_sd_above_wt_m,sf_station_ep_wt_gg,sf_station_sd_ep_wt_gg,sf_station_below_wt_m,sf_station_sd_below_wt_m,pa,type
532,CB,2G,late,white shrimp,0,0.45334503,70,30,31.4,35,11.15,600113,1,376.9452055,80.47811372,9.419250754,5.258806262,1.050132754,2.863013699,1.4367698,0.073715671,0.012685842,4.171453674,0.717871796,0.084020539,24.33333333,4.725815626,1376.984989,267.4264593,154.3987383,161.9390935,35.66938058,0.232897586,0.044606319,400.6347256,85.71046149,376.9452055,80.47811372,9.419250754,5.258806262,1.050132754,2.863013699,1.4367698,0.073715671,0.012685842,4.171453674,0.717871796,0.084020539,24.33333333,4.725815626,1376.984989,267.4264593,154.3987383,161.9390935,35.66938058,0.027128116,0.005195783,400.6347256,85.71046149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
533,CB,30G,early,blue crab,0,0.315484065,110,>depth,27.8,33.3,7.95,600074,5,509.5,128.8128581,10.80973493,2.660250391,2.026273109,2.26056338,1.546809012,0.064637232,0.02038488,3.657719126,1.153548249,0.096803619,47.33333333,28.36077103,2678.518745,1604.891342,926.5844481,280.6238819,94.12194876,0.263276637,0,336.3672523,128.8104789,501.8979592,114.0975646,16.29965209,5.066439909,0.866803771,2.816326531,1.654205114,0.071936449,0.024386456,4.07077029,1.379991136,0.197141591,16.33333333,13.0128142,924.2775953,736.3746498,425.1461023,183.8331549,133.8013625,0.054939054,0.028073247,336.3672523,128.8104789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.221110833,0.702376917,4.65,0.476731295,4.5,0.971825316,0.003905,0,0.220977796,0,0,10,0,565.884242,0,0,6.507668783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,1,0,10,0,0.001397,0,0.079054029,0,0,1,56.5884242,0,520.4146341,115.2824014,12.73081151,1,0,1.56097561,0.630452727,0.017277512,0.004920181,0.977707189,0.278425287,0.030746929,41,31.11269837,2320.125392,1760.618573,1244.945332,107.820754,89.44342494,0,0,0,0,0,sled
534,CB,30G,early,brown shrimp,12,0.315484065,110,>depth,27.8,33.3,7.95,600074,5,509.5,128.8128581,10.80973493,2.660250391,2.026273109,2.26056338,1.546809012,0.064637232,0.02038488,3.657719126,1.153548249,0.096803619,47.33333333,28.36077103,2678.518745,1604.891342,926.5844481,280.6238819,94.12194876,0.263276637,0,336.3672523,128.8104789,501.8979592,114.0975646,16.29965209,5.066439909,0.866803771,2.816326531,1.654205114,0.071936449,0.024386456,4.07077029,1.379991136,0.197141591,16.33333333,13.0128142,924.2775953,736.3746498,425.1461023,183.8331549,133.8013625,0.054939054,0.028073247,336.3672523,128.8104789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.221110833,0.702376917,4.65,0.476731295,4.5,0.971825316,0.003905,0,0.220977796,0,0,10,0,565.884242,0,0,6.507668783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,1,0,10,0,0.001397,0,0.079054029,0,0,1,56.5884242,0,520.4146341,115.2824014,12.73081151,1,0,1.56097561,0.630452727,0.017277512,0.004920181,0.977707189,0.278425287,0.030746929,41,31.11269837,2320.125392,1760.618573,1244.945332,107.820754,89.44342494,0,0,0,0,1,sled
535,CB,30G,early,gray snapper,0,0.315484065,110,>depth,27.8,33.3,7.95,600074,5,509.5,128.8128581,10.80973493,2.660250391,2.026273109,2.26056338,1.546809012,0.064637232,0.02038488,3.657719126,1.153548249,0.096803619,47.33333333,28.36077103,2678.518745,1604.891342,926.5844481,280.6238819,94.12194876,0.263276637,0,336.3672523,128.8104789,501.8979592,114.0975646,16.29965209,5.066439909,0.866803771,2.816326531,1.654205114,0.071936449,0.024386456,4.07077029,1.379991136,0.197141591,16.33333333,13.0128142,924.2775953,736.3746498,425.1461023,183.8331549,133.8013625,0.054939054,0.028073247,336.3672523,128.8104789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.221110833,0.702376917,4.65,0.476731295,4.5,0.971825316,0.003905,0,0.220977796,0,0,10,0,565.884242,0,0,6.507668783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,1,0,10,0,0.001397,0,0.079054029,0,0,1,56.5884242,0,520.4146341,115.2824014,12.73081151,1,0,1.56097561,0.630452727,0.017277512,0.004920181,0.977707189,0.278425287,0.030746929,41,31.11269837,2320.125392,1760.618573,1244.945332,107.820754,89.44342494,0,0,0,0,0,sled
536,CB,30G,early,pink shrimp,0,0.315484065,110,>depth,27.8,33.3,7.95,600074,5,509.5,128.8128581,10.80973493,2.660250391,2.026273109,2.26056338,1.546809012,0.064637232,0.02038488,3.657719126,1.153548249,0.096803619,47.33333333,28.36077103,2678.518745,1604.891342,926.5844481,280.6238819,94.12194876,0.263276637,0,336.3672523,128.8104789,501.8979592,114.0975646,16.29965209,5.066439909,0.866803771,2.816326531,1.654205114,0.071936449,0.024386456,4.07077029,1.379991136,0.197141591,16.33333333,13.0128142,924.2775953,736.3746498,425.1461023,183.8331549,133.8013625,0.054939054,0.028073247,336.3672523,128.8104789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.221110833,0.702376917,4.65,0.476731295,4.5,0.971825316,0.003905,0,0.220977796,0,0,10,0,565.884242,0,0,6.507668783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,1,0,10,0,0.001397,0,0.079054029,0,0,1,56.5884242,0,520.4146341,115.2824014,12.73081151,1,0,1.56097561,0.630452727,0.017277512,0.004920181,0.977707189,0.278425287,0.030746929,41,31.11269837,2320.125392,1760.618573,1244.945332,107.820754,89.44342494,0,0,0,0,0,sled
537,CB,30G,early,red drum,0,0.315484065,110,>depth,27.8,33.3,7.95,600074,5,509.5,128.8128581,10.80973493,2.660250391,2.026273109,2.26056338,1.546809012,0.064637232,0.02038488,3.657719126,1.153548249,0.096803619,47.33333333,28.36077103,2678.518745,1604.891342,926.5844481,280.6238819,94.12194876,0.263276637,0,336.3672523,128.8104789,501.8979592,114.0975646,16.29965209,5.066439909,0.866803771,2.816326531,1.654205114,0.071936449,0.024386456,4.07077029,1.379991136,0.197141591,16.33333333,13.0128142,924.2775953,736.3746498,425.1461023,183.8331549,133.8013625,0.054939054,0.028073247,336.3672523,128.8104789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.221110833,0.702376917,4.65,0.476731295,4.5,0.971825316,0.003905,0,0.220977796,0,0,10,0,565.884242,0,0,6.507668783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,1,0,10,0,0.001397,0,0.079054029,0,0,1,56.5884242,0,520.4146341,115.2824014,12.73081151,1,0,1.56097561,0.630452727,0.017277512,0.004920181,0.977707189,0.278425287,0.030746929,41,31.11269837,2320.125392,1760.618573,1244.945332,107.820754,89.44342494,0,0,0,0,0,sled
538,CB,30G,early,spotted seatrout,0,0.315484065,110,>depth,27.8,33.3,7.95,600074,5,509.5,128.8128581,10.80973493,2.660250391,2.026273109,2.26056338,1.546809012,0.064637232,0.02038488,3.657719126,1.153548249,0.096803619,47.33333333,28.36077103,2678.518745,1604.891342,926.5844481,280.6238819,94.12194876,0.263276637,0,336.3672523,128.8104789,501.8979592,114.0975646,16.29965209,5.066439909,0.866803771,2.816326531,1.654205114,0.071936449,0.024386456,4.07077029,1.379991136,0.197141591,16.33333333,13.0128142,924.2775953,736.3746498,425.1461023,183.8331549,133.8013625,0.054939054,0.028073247,336.3672523,128.8104789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.221110833,0.702376917,4.65,0.476731295,4.5,0.971825316,0.003905,0,0.220977796,0,0,10,0,565.884242,0,0,6.507668783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,1,0,10,0,0.001397,0,0.079054029,0,0,1,56.5884242,0,520.4146341,115.2824014,12.73081151,1,0,1.56097561,0.630452727,0.017277512,0.004920181,0.977707189,0.278425287,0.030746929,41,31.11269837,2320.125392,1760.618573,1244.945332,107.820754,89.44342494,0,0,0,0,0,sled
539,CB,30G,early,white shrimp,0,0.315484065,110,>depth,27.8,33.3,7.95,600074,5,509.5,128.8128581,10.80973493,2.660250391,2.026273109,2.26056338,1.546809012,0.064637232,0.02038488,3.657719126,1.153548249,0.096803619,47.33333333,28.36077103,2678.518745,1604.891342,926.5844481,280.6238819,94.12194876,0.263276637,0,336.3672523,128.8104789,501.8979592,114.0975646,16.29965209,5.066439909,0.866803771,2.816326531,1.654205114,0.071936449,0.024386456,4.07077029,1.379991136,0.197141591,16.33333333,13.0128142,924.2775953,736.3746498,425.1461023,183.8331549,133.8013625,0.054939054,0.028073247,336.3672523,128.8104789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.221110833,0.702376917,4.65,0.476731295,4.5,0.971825316,0.003905,0,0.220977796,0,0,10,0,565.884242,0,0,6.507668783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,1,0,10,0,0.001397,0,0.079054029,0,0,1,56.5884242,0,520.4146341,115.2824014,12.73081151,1,0,1.56097561,0.630452727,0.017277512,0.004920181,0.977707189,0.278425287,0.030746929,41,31.11269837,2320.125392,1760.618573,1244.945332,107.820754,89.44342494,0,0,0,0,0,sled
540,CB,30G,late,blue crab,0,0.399932452,85,85,31.1,35,13.61,600126,2,411.2553191,92.12867565,13.43834849,5.962765957,1.604354556,2.85106383,0.908384218,0.079260298,0.021630147,4.485215358,1.224015959,0.178541077,15.66666667,11.8462371,886.5519791,670.3598899,387.0324629,150.132862,108.7949508,0.081506234,0.0191007,248.5929475,180.839037,413.1818182,86.61689361,13.05798803,6.278409091,1.20111087,2.909090909,0.884443901,0.079705727,0.02234812,4.510421506,1.264644872,0.190652388,14.66666667,11.01514109,829.9635549,623.3294769,359.8794413,148.742673,108.5010876,0.011331948,0.002430659,248.5929475,180.839037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,114.7519063,66.25204399,1.333333333,0.40824829,2,1,0.00077,0,0.043573087,0,0,3,0,169.7652726,0,0,4.170566863,0,0,0,0,0,0,sled
541,CB,30G,late,brown shrimp,5,0.399932452,85,85,31.1,35,13.61,600126,2,411.2553191,92.12867565,13.43834849,5.962765957,1.604354556,2.85106383,0.908384218,0.079260298,0.021630147,4.485215358,1.224015959,0.178541077,15.66666667,11.8462371,886.5519791,670.3598899,387.0324629,150.132862,108.7949508,0.081506234,0.0191007,248.5929475,180.839037,413.1818182,86.61689361,13.05798803,6.278409091,1.20111087,2.909090909,0.884443901,0.079705727,0.02234812,4.510421506,1.264644872,0.190652388,14.66666667,11.01514109,829.9635549,623.3294769,359.8794413,148.742673,108.5010876,0.011331948,0.002430659,248.5929475,180.839037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,114.7519063,66.25204399,1.333333333,0.40824829,2,1,0.00077,0,0.043573087,0,0,3,0,169.7652726,0,0,4.170566863,0,0,0,0,0,1,sled
542,CB,30G,late,gray snapper,0,0.399932452,85,85,31.1,35,13.61,600126,2,411.2553191,92.12867565,13.43834849,5.962765957,1.604354556,2.85106383,0.908384218,0.079260298,0.021630147,4.485215358,1.224015959,0.178541077,15.66666667,11.8462371,886.5519791,670.3598899,387.0324629,150.132862,108.7949508,0.081506234,0.0191007,248.5929475,180.839037,413.1818182,86.61689361,13.05798803,6.278409091,1.20111087,2.909090909,0.884443901,0.079705727,0.02234812,4.510421506,1.264644872,0.190652388,14.66666667,11.01514109,829.9635549,623.3294769,359.8794413,148.742673,108.5010876,0.011331948,0.002430659,248.5929475,180.839037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,114.7519063,66.25204399,1.333333333,0.40824829,2,1,0.00077,0,0.043573087,0,0,3,0,169.7652726,0,0,4.170566863,0,0,0,0,0,0,sled
543,CB,30G,late,pink shrimp,0,0.399932452,85,85,31.1,35,13.61,600126,2,411.2553191,92.12867565,13.43834849,5.962765957,1.604354556,2.85106383,0.908384218,0.079260298,0.021630147,4.485215358,1.224015959,0.178541077,15.66666667,11.8462371,886.5519791,670.3598899,387.0324629,150.132862,108.7949508,0.081506234,0.0191007,248.5929475,180.839037,413.1818182,86.61689361,13.05798803,6.278409091,1.20111087,2.909090909,0.884443901,0.079705727,0.02234812,4.510421506,1.264644872,0.190652388,14.66666667,11.01514109,829.9635549,623.3294769,359.8794413,148.742673,108.5010876,0.011331948,0.002430659,248.5929475,180.839037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,114.7519063,66.25204399,1.333333333,0.40824829,2,1,0.00077,0,0.043573087,0,0,3,0,169.7652726,0,0,4.170566863,0,0,0,0,0,0,sled
544,CB,30G,late,red drum,0,0.399932452,85,85,31.1,35,13.61,600126,2,411.2553191,92.12867565,13.43834849,5.962765957,1.604354556,2.85106383,0.908384218,0.079260298,0.021630147,4.485215358,1.224015959,0.178541077,15.66666667,11.8462371,886.5519791,670.3598899,387.0324629,150.132862,108.7949508,0.081506234,0.0191007,248.5929475,180.839037,413.1818182,86.61689361,13.05798803,6.278409091,1.20111087,2.909090909,0.884443901,0.079705727,0.02234812,4.510421506,1.264644872,0.190652388,14.66666667,11.01514109,829.9635549,623.3294769,359.8794413,148.742673,108.5010876,0.011331948,0.002430659,248.5929475,180.839037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,114.7519063,66.25204399,1.333333333,0.40824829,2,1,0.00077,0,0.043573087,0,0,3,0,169.7652726,0,0,4.170566863,0,0,0,0,0,0,sled
545,CB,30G,late,spotted seatrout,1,0.399932452,85,85,31.1,35,13.61,600126,2,411.2553191,92.12867565,13.43834849,5.962765957,1.604354556,2.85106383,0.908384218,0.079260298,0.021630147,4.485215358,1.224015959,0.178541077,15.66666667,11.8462371,886.5519791,670.3598899,387.0324629,150.132862,108.7949508,0.081506234,0.0191007,248.5929475,180.839037,413.1818182,86.61689361,13.05798803,6.278409091,1.20111087,2.909090909,0.884443901,0.079705727,0.02234812,4.510421506,1.264644872,0.190652388,14.66666667,11.01514109,829.9635549,623.3294769,359.8794413,148.742673,108.5010876,0.011331948,0.002430659,248.5929475,180.839037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,114.7519063,66.25204399,1.333333333,0.40824829,2,1,0.00077,0,0.043573087,0,0,3,0,169.7652726,0,0,4.170566863,0,0,0,0,0,1,sled
546,CB,30G,late,white shrimp,0,0.399932452,85,85,31.1,35,13.61,600126,2,411.2553191,92.12867565,13.43834849,5.962765957,1.604354556,2.85106383,0.908384218,0.079260298,0.021630147,4.485215358,1.224015959,0.178541077,15.66666667,11.8462371,886.5519791,670.3598899,387.0324629,150.132862,108.7949508,0.081506234,0.0191007,248.5929475,180.839037,413.1818182,86.61689361,13.05798803,6.278409091,1.20111087,2.909090909,0.884443901,0.079705727,0.02234812,4.510421506,1.264644872,0.190652388,14.66666667,11.01514109,829.9635549,623.3294769,359.8794413,148.742673,108.5010876,0.011331948,0.002430659,248.5929475,180.839037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,114.7519063,66.25204399,1.333333333,0.40824829,2,1,0.00077,0,0.043573087,0,0,3,0,169.7652726,0,0,4.170566863,0,0,0,0,0,0,sled
547,CB,31G,early,blue crab,0,0.587947367,43,>depth,27.2,34.2,3.82,600076,6,219.9581152,85.24840787,6.168358308,1.891797557,1.953533781,2.356020942,1.569093899,0.047917874,0.042850135,2.711597,2.4248216,0.175453933,63.66666667,34.93326972,3602.796341,1976.818686,1141.3168,143.7327112,188.3522516,0.24925816,0,737.0793154,816.747112,326,56.52263893,9.839328494,5.444444444,0.544342681,2.333333333,1.613743061,0.078954,0,4.467882444,0,0,33,0,1867.417999,0,0,302.5160569,0,0.066329243,0,1656.694025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.41286083,0.74474729,3.793650794,0.492681482,4.333333333,1.110555417,0.006047,0,0.342190201,0,0,21,0,1188.356908,0,0,12.81727808,0,1.559385797,458.4001891,107.1369863,23.49046894,2.749351433,0.520547945,0.078068691,2.205479452,0.798590844,0.004119425,0.000754269,0.23311175,0.0426829,0.004995656,36.5,47.37615434,2065.477483,2680.941919,1895.712211,1.79951189,0,0,0,0,0,142,24.9539576,11.1597491,1,0,7.6,0.894427191,0.002472,0,0.139886585,0,0,5,282.942121,0,309,78.13235635,10.17196639,1,0,1.406779661,0.790430788,0.011404,0,0.64533439,0,0,59,0,3338.717028,0,0,55.63207983,0,0,0,0,0,0,sled
548,CB,31G,early,brown shrimp,37,0.587947367,43,>depth,27.2,34.2,3.82,600076,6,219.9581152,85.24840787,6.168358308,1.891797557,1.953533781,2.356020942,1.569093899,0.047917874,0.042850135,2.711597,2.4248216,0.175453933,63.66666667,34.93326972,3602.796341,1976.818686,1141.3168,143.7327112,188.3522516,0.24925816,0,737.0793154,816.747112,326,56.52263893,9.839328494,5.444444444,0.544342681,2.333333333,1.613743061,0.078954,0,4.467882444,0,0,33,0,1867.417999,0,0,302.5160569,0,0.066329243,0,1656.694025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.41286083,0.74474729,3.793650794,0.492681482,4.333333333,1.110555417,0.006047,0,0.342190201,0,0,21,0,1188.356908,0,0,12.81727808,0,1.559385797,458.4001891,107.1369863,23.49046894,2.749351433,0.520547945,0.078068691,2.205479452,0.798590844,0.004119425,0.000754269,0.23311175,0.0426829,0.004995656,36.5,47.37615434,2065.477483,2680.941919,1895.712211,1.79951189,0,0,0,0,0,142,24.9539576,11.1597491,1,0,7.6,0.894427191,0.002472,0,0.139886585,0,0,5,282.942121,0,309,78.13235635,10.17196639,1,0,1.406779661,0.790430788,0.011404,0,0.64533439,0,0,59,0,3338.717028,0,0,55.63207983,0,0,0,0,0,1,sled
549,CB,31G,early,gray snapper,0,0.587947367,43,>depth,27.2,34.2,3.82,600076,6,219.9581152,85.24840787,6.168358308,1.891797557,1.953533781,2.356020942,1.569093899,0.047917874,0.042850135,2.711597,2.4248216,0.175453933,63.66666667,34.93326972,3602.796341,1976.818686,1141.3168,143.7327112,188.3522516,0.24925816,0,737.0793154,816.747112,326,56.52263893,9.839328494,5.444444444,0.544342681,2.333333333,1.613743061,0.078954,0,4.467882444,0,0,33,0,1867.417999,0,0,302.5160569,0,0.066329243,0,1656.694025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.41286083,0.74474729,3.793650794,0.492681482,4.333333333,1.110555417,0.006047,0,0.342190201,0,0,21,0,1188.356908,0,0,12.81727808,0,1.559385797,458.4001891,107.1369863,23.49046894,2.749351433,0.520547945,0.078068691,2.205479452,0.798590844,0.004119425,0.000754269,0.23311175,0.0426829,0.004995656,36.5,47.37615434,2065.477483,2680.941919,1895.712211,1.79951189,0,0,0,0,0,142,24.9539576,11.1597491,1,0,7.6,0.894427191,0.002472,0,0.139886585,0,0,5,282.942121,0,309,78.13235635,10.17196639,1,0,1.406779661,0.790430788,0.011404,0,0.64533439,0,0,59,0,3338.717028,0,0,55.63207983,0,0,0,0,0,0,sled
550,CB,31G,early,pink shrimp,0,0.587947367,43,>depth,27.2,34.2,3.82,600076,6,219.9581152,85.24840787,6.168358308,1.891797557,1.953533781,2.356020942,1.569093899,0.047917874,0.042850135,2.711597,2.4248216,0.175453933,63.66666667,34.93326972,3602.796341,1976.818686,1141.3168,143.7327112,188.3522516,0.24925816,0,737.0793154,816.747112,326,56.52263893,9.839328494,5.444444444,0.544342681,2.333333333,1.613743061,0.078954,0,4.467882444,0,0,33,0,1867.417999,0,0,302.5160569,0,0.066329243,0,1656.694025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.41286083,0.74474729,3.793650794,0.492681482,4.333333333,1.110555417,0.006047,0,0.342190201,0,0,21,0,1188.356908,0,0,12.81727808,0,1.559385797,458.4001891,107.1369863,23.49046894,2.749351433,0.520547945,0.078068691,2.205479452,0.798590844,0.004119425,0.000754269,0.23311175,0.0426829,0.004995656,36.5,47.37615434,2065.477483,2680.941919,1895.712211,1.79951189,0,0,0,0,0,142,24.9539576,11.1597491,1,0,7.6,0.894427191,0.002472,0,0.139886585,0,0,5,282.942121,0,309,78.13235635,10.17196639,1,0,1.406779661,0.790430788,0.011404,0,0.64533439,0,0,59,0,3338.717028,0,0,55.63207983,0,0,0,0,0,0,sled
